"year","month","time","ts","NW","NO","SW","SO","DE","countDE"
39,6,39-06-01 00:00:00,39.5,-1.7066153846153838,-1.508107692307692,-1.8452025316455691,-2.327825,-1.8795942028985508,276.0
40,6,40-06-01 00:00:00,40.5,-2.1725384615384615,-1.784584615384615,-2.92440506329114,-1.5526999999999995,-2.116717391304347,276.0
41,6,41-06-01 00:00:00,41.5,1.3175000000000003,1.2218923076923076,1.1277848101265822,0.2245,0.9238695652173909,276.0
42,6,42-06-01 00:00:00,42.5,1.1835576923076927,1.1190923076923076,0.5559367088607594,-0.8944875000000003,0.3863985507246379,276.0
43,6,43-06-01 00:00:00,43.5,2.9729038461538453,2.402400000000001,2.453822784810127,-0.2547625000000001,1.754413043478261,276.0
44,6,44-06-01 00:00:00,44.5,3.498903846153845,3.0907538461538473,3.452848101265822,1.4386250000000005,2.792416666666666,276.0
45,6,45-06-01 00:00:00,45.5,1.4868076923076927,1.6798769230769228,1.2655316455696197,0.5040625,1.1840869565217387,276.0
46,6,46-06-01 00:00:00,46.5,2.227173076923076,2.2944461538461542,2.448405063291139,-0.07762500000000006,1.6382826086956521,276.0
47,6,47-06-01 00:00:00,47.5,-0.33615384615384614,-0.0925846153846153,-0.39431645569620283,-2.6130749999999994,-0.955416666666666,276.0
48,6,48-06-01 00:00:00,48.5,1.7395769230769231,1.497,1.7155822784810126,-0.7562499999999995,0.9521521739130432,276.0
49,6,49-06-01 00:00:00,49.5,-1.3096153846153848,-1.1355846153846154,-0.5247594936708858,-0.877375,-0.9186920289855072,276.0
50,6,50-06-01 00:00:00,50.5,-2.6266346153846154,-2.2467846153846156,-2.632658227848101,-1.9322124999999997,-2.337619565217392,276.0
51,6,51-06-01 00:00:00,51.5,-1.262769230769231,-0.9135230769230768,-1.0233670886075943,-0.759625,-0.9661557971014495,276.0
52,6,52-06-01 00:00:00,52.5,-2.2651730769230767,-2.0643538461538466,-2.229430379746836,-2.5210999999999997,-2.281829710144925,276.0
53,6,53-06-01 00:00:00,53.5,-0.6695961538461539,-0.6574769230769233,-1.4201392405063291,-2.0044250000000003,-1.268478260869565,276.0
54,6,54-06-01 00:00:00,54.5,2.047134615384615,1.6698000000000002,2.3389113924050635,-0.45699999999999996,1.315949275362319,276.0
55,6,55-06-01 00:00:00,55.5,2.3366538461538453,1.846876923076923,1.5047974683544305,-0.9911625000000004,1.0186195652173913,276.0
56,6,56-06-01 00:00:00,56.5,2.822346153846154,2.29456923076923,3.0999493670886076,2.7836375,2.7662898550724653,276.0
57,6,57-06-01 00:00:00,57.5,-1.05275,-0.32089230769230753,-0.1623544303797469,2.2639249999999995,0.3358224637681158,276.0
58,6,58-06-01 00:00:00,58.5,-1.0901346153846156,-0.7999692307692305,-0.9473164556962026,-0.4171750000000002,-0.785858695652174,276.0
59,6,59-06-01 00:00:00,59.5,-1.8261153846153848,-1.1265076923076927,-1.5592151898734181,0.021562499999999863,-1.049398550724637,276.0
60,6,60-06-01 00:00:00,60.5,1.0024807692307691,1.158353846153846,1.3293797468354431,0.09062500000000008,0.8684528985507249,276.0
61,6,61-06-01 00:00:00,61.5,-1.1261538461538463,-0.8614461538461538,-1.3727594936708856,-2.055075000000001,-1.4036521739130436,276.0
62,6,62-06-01 00:00:00,62.5,-0.5089807692307692,-0.6667846153846155,-0.49529113924050633,-1.2576874999999994,-0.7592427536231882,276.0
63,6,63-06-01 00:00:00,63.5,0.0770576923076923,-0.021092307692307723,-0.32596202531645585,-0.07993749999999997,-0.10692028985507261,276.0
64,6,64-06-01 00:00:00,64.5,0.9872115384615386,1.0351846153846154,0.8422658227848103,1.37595,1.069699275362318,276.0
65,6,65-06-01 00:00:00,65.5,-0.7885769230769231,-0.29826153846153847,-0.9839620253164559,-0.020050000000000023,-0.5062681159420294,276.0
66,6,66-06-01 00:00:00,66.5,1.0679038461538464,1.3143538461538462,1.377139240506329,0.47382500000000005,1.042260869565218,276.0
67,6,67-06-01 00:00:00,67.5,-2.1621346153846157,-1.7945692307692314,-1.8254177215189877,-2.2257000000000016,-1.9976159420289854,276.0
68,6,68-06-01 00:00:00,68.5,-2.3405384615384617,-1.8370615384615383,-2.1285316455696206,-1.3504875000000003,-1.8743115942028992,276.0
69,6,69-06-01 00:00:00,69.5,-3.5106730769230765,-3.314415384615384,-3.1299367088607584,-3.2656499999999995,-3.284452898550727,276.0
70,6,70-06-01 00:00:00,70.5,-0.48532692307692316,-1.2369692307692306,-0.5831645569620253,-2.498100000000001,-1.273760869565216,276.0
71,6,71-06-01 00:00:00,71.5,1.2756923076923077,0.8796769230769232,1.8217594936708865,0.8555500000000003,1.216949275362319,276.0
72,6,72-06-01 00:00:00,72.5,-2.6195769230769224,-2.4357846153846157,-1.196151898734177,-0.9865000000000002,-1.6955072463768108,276.0
73,6,73-06-01 00:00:00,73.5,-4.778269230769232,-4.4017230769230755,-4.401088607594937,-3.133812499999999,-4.1049746376811616,276.0
74,6,74-06-01 00:00:00,74.5,-2.900730769230769,-2.7753384615384613,-1.8269493670886077,-1.5402999999999998,-2.169521739130434,276.0
75,6,75-06-01 00:00:00,75.5,-3.6940576923076924,-3.5911846153846154,-2.7461265822784813,-2.3984624999999995,-3.022967391304348,276.0
76,6,76-06-01 00:00:00,76.5,-5.363365384615387,-5.1674461538461545,-4.618746835443037,-2.8406749999999996,-4.372876811594201,276.0
77,6,77-06-01 00:00:00,77.5,-4.907038461538462,-4.867107692307694,-4.859202531645572,-2.9354500000000003,-4.312467391304349,276.0
78,6,78-06-01 00:00:00,78.5,-2.1584807692307697,-2.6316769230769235,-1.4988607594936711,-1.2684625,-1.8231413043478257,276.0
79,6,79-06-01 00:00:00,79.5,-2.670346153846153,-2.9730153846153846,-1.936974683544304,-1.0713000000000001,-2.0682210144927526,276.0
80,6,80-06-01 00:00:00,80.5,-2.904961538461538,-3.062323076923076,-1.8806329113924045,0.2251375000000002,-1.7415507246376825,276.0
81,6,81-06-01 00:00:00,81.5,-5.098307692307694,-4.760569230769231,-3.5856582278481017,-1.0531625000000002,-3.413293478260869,276.0
82,6,82-06-01 00:00:00,82.5,-3.0589038461538465,-3.058076923076923,-2.4275063291139243,-1.2901124999999998,-2.365289855072464,276.0
83,6,83-06-01 00:00:00,83.5,-3.3321538461538442,-3.204400000000001,-2.8867215189873408,-0.5131375,-2.357463768115943,276.0
84,6,84-06-01 00:00:00,84.5,-3.252403846153846,-2.9618923076923074,-2.302164556962025,-0.4048249999999996,-2.0866123188405807,276.0
85,6,85-06-01 00:00:00,85.5,-0.8369423076923075,-1.046769230769231,-0.24473417721518992,-1.0177874999999998,-0.7692681159420292,276.0
86,6,86-06-01 00:00:00,86.5,-1.2085000000000004,-1.1449846153846155,-1.0166708860759495,-1.2718249999999998,-1.1569891304347824,276.0
87,6,87-06-01 00:00:00,87.5,-0.9336538461538463,-0.9088000000000004,-0.509898734177215,-1.4721374999999994,-0.9625905797101456,276.0
88,6,88-06-01 00:00:00,88.5,-0.2058653846153846,-0.23218461538461532,-0.05302531645569615,-1.4717375000000006,-0.5352355072463768,276.0
89,6,89-06-01 00:00:00,89.5,-1.489846153846154,-1.6609076923076924,-1.7241139240506338,-2.2799124999999996,-1.826192028985506,276.0
90,6,90-06-01 00:00:00,90.5,-1.1308461538461538,-0.9088307692307693,-0.5804556962025318,0.5823624999999997,-0.42443840579710135,276.0
91,6,91-06-01 00:00:00,91.5,-2.4619807692307694,-2.366692307692307,-1.8078354430379742,-2.274724999999999,-2.1980253623188424,276.0
92,6,92-06-01 00:00:00,92.5,-2.0617499999999995,-2.41816923076923,-1.460417721518988,-2.2930250000000014,-2.040605072463768,276.0
93,6,93-06-01 00:00:00,93.5,-2.3735384615384616,-2.79363076923077,-2.0967848101265836,-0.9413624999999998,-1.9781340579710138,276.0
94,6,94-06-01 00:00:00,94.5,-1.5359999999999998,-1.7480307692307693,-1.6166835443037968,1.0390374999999996,-0.8626413043478262,276.0
95,6,95-06-01 00:00:00,95.5,1.1100769230769232,0.780230769230769,1.949430379746835,2.155875000000001,1.5757753623188402,276.0
96,6,96-06-01 00:00:00,96.5,-2.713442307692308,-2.456830769230769,-2.1266835443037966,-1.26375,-2.0648586956521746,276.0
97,6,97-06-01 00:00:00,97.5,-1.8335961538461532,-2.008815384615384,-1.2026202531645571,-0.9539875,-1.4392971014492761,276.0
98,6,98-06-01 00:00:00,98.5,-4.087384615384616,-3.7556461538461536,-4.072822784810126,-1.2043249999999999,-3.1694202898550743,276.0
99,6,99-06-01 00:00:00,99.5,-2.5438653846153847,-2.3794769230769237,-2.6868734177215194,-0.61825,-1.9879347826086964,276.0
100,6,100-06-01 00:00:00,100.5,-1.919057692307693,-1.9183692307692306,-1.4981898734177215,-2.0558375,-1.8380760869565211,276.0
101,6,101-06-01 00:00:00,101.5,1.9083076923076923,0.8607230769230768,1.9775822784810124,-2.2291999999999996,0.4821449275362319,276.0
102,6,102-06-01 00:00:00,102.5,2.1361538461538467,1.8968153846153846,2.654417721518987,0.9696750000000002,1.890021739130435,276.0
103,6,103-06-01 00:00:00,103.5,-3.8946730769230777,-3.551292307692308,-3.8257594936708856,-3.13955,-3.5752028985507236,276.0
104,6,104-06-01 00:00:00,104.5,-1.4660769230769228,-1.2502923076923083,-0.7874936708860756,-1.107175,-1.1169963768115927,276.0
105,6,105-06-01 00:00:00,105.5,-3.2410961538461533,-3.340969230769232,-2.585367088607594,-3.7113375,-3.2132282608695646,276.0
106,6,106-06-01 00:00:00,106.5,-4.602076923076923,-4.612507692307692,-3.6317215189873417,-3.2060000000000004,-3.922126811594203,276.0
107,6,107-06-01 00:00:00,107.5,-3.648788461538462,-3.7151538461538456,-3.1016962025316457,-3.19395,-3.375985507246379,276.0
108,6,108-06-01 00:00:00,108.5,-2.134038461538462,-2.5782153846153846,-1.7651898734177225,-2.1143625,-2.1273659420289834,276.0
109,6,109-06-01 00:00:00,109.5,-3.038692307692308,-2.960092307692307,-2.5347974683544305,-1.1982624999999998,-2.3424927536231888,276.0
110,6,110-06-01 00:00:00,110.5,-0.9974230769230767,-1.2124923076923073,-0.8000759493670885,-0.8916374999999999,-0.9609239130434786,276.0
111,6,111-06-01 00:00:00,111.5,0.4224423076923076,0.28004615384615383,0.23777215189873424,-0.42277499999999985,0.09105797101449276,276.0
112,6,112-06-01 00:00:00,112.5,1.0324807692307691,0.7399076923076919,0.9502658227848099,0.018862499999999956,0.6462427536231887,276.0
113,6,113-06-01 00:00:00,113.5,-0.42040384615384624,-0.14918461538461536,0.30936708860759493,0.48848750000000035,0.11580072463768122,276.0
114,6,114-06-01 00:00:00,114.5,-1.6838076923076923,-1.6418615384615385,-1.1971772151898736,-2.5306624999999996,-1.7801050724637661,276.0
115,6,115-06-01 00:00:00,115.5,-2.427711538461538,-2.4672000000000005,-2.3679620253164564,-2.5088124999999994,-2.443416666666665,276.0
116,6,116-06-01 00:00:00,116.5,0.27878846153846154,0.10967692307692306,-0.3191139240506328,0.07788750000000004,0.009590579710144882,276.0
117,6,117-06-01 00:00:00,117.5,2.7330192307692305,2.2399999999999993,2.335886075949368,1.615775,2.179398550724639,276.0
118,6,118-06-01 00:00:00,118.5,1.2344423076923077,1.2298000000000002,1.2588987341772147,2.0407749999999996,1.4740688405797102,276.0
119,6,119-06-01 00:00:00,119.5,1.7969615384615385,1.7453538461538458,1.8614050632911399,0.8509125000000001,1.5290362318840578,276.0
120,6,120-06-01 00:00:00,120.5,-0.20011538461538458,-0.46398461538461544,0.437012658227848,-1.0565374999999995,-0.3281304347826085,276.0
121,6,121-06-01 00:00:00,121.5,-1.5802692307692314,-1.2913384615384615,-2.0854177215189877,-1.8364,-1.7310543478260867,276.0
122,6,122-06-01 00:00:00,122.5,2.245884615384615,1.6212000000000004,1.8288734177215193,-0.6550500000000001,1.138554347826087,276.0
123,6,123-06-01 00:00:00,123.5,1.533692307692308,1.2028307692307691,1.6990886075949367,0.9134125000000001,1.3233224637681174,276.0
124,6,124-06-01 00:00:00,124.5,-0.32875,-0.2830769230769231,0.5256455696202532,0.5707,0.18727173913043463,276.0
125,6,125-06-01 00:00:00,125.5,-1.9784807692307695,-2.0357230769230767,-2.025341772151899,-2.655549999999999,-2.2016268115942017,276.0
126,6,126-06-01 00:00:00,126.5,1.2566346153846149,0.9341230769230768,1.600810126582279,0.03151249999999994,0.9240869565217392,276.0
127,6,127-06-01 00:00:00,127.5,-2.4442115384615386,-2.4528000000000008,-1.4393544303797472,-2.3047999999999993,-2.118202898550724,276.0
128,6,128-06-01 00:00:00,128.5,-4.57371153846154,-4.278092307692307,-3.2832911392405046,-3.2455500000000006,-3.7497572463768107,276.0
129,6,129-06-01 00:00:00,129.5,-5.725153846153846,-5.762123076923075,-5.021911392405064,-5.536625000000002,-5.477923913043479,276.0
130,6,130-06-01 00:00:00,130.5,-2.113461538461539,-2.5385384615384616,-1.5644936708860755,-2.5492625000000015,-2.182757246376811,276.0
131,6,131-06-01 00:00:00,131.5,-1.1026346153846158,-1.692953846153846,-0.9503164556962026,-2.7207125000000003,-1.6670688405797103,276.0
132,6,132-06-01 00:00:00,132.5,0.11825,-0.6524307692307691,0.7655822784810126,-1.6966500000000004,-0.40402173913043493,276.0
133,6,133-06-01 00:00:00,133.5,-0.3453653846153848,-0.9142769230769229,0.5663417721518988,-1.9326249999999998,-0.6784637681159422,276.0
134,6,134-06-01 00:00:00,134.5,-0.43573076923076925,-0.8213230769230767,-0.09274683544303787,-2.5439125000000007,-1.039434782608696,276.0
135,6,135-06-01 00:00:00,135.5,-0.5794423076923076,-1.1374000000000002,-0.7676708860759492,-3.0049875000000004,-1.4677789855072463,276.0
136,6,136-06-01 00:00:00,136.5,-0.1471346153846154,-0.562476923076923,0.7351772151898733,-1.0281500000000003,-0.2477717391304348,276.0
137,6,137-06-01 00:00:00,137.5,-2.0945192307692313,-2.639415384615385,-1.5529873417721518,-3.5738249999999985,-2.496626811594203,276.0
138,6,138-06-01 00:00:00,138.5,-1.7906730769230765,-2.142615384615384,-0.6837088607594938,-2.338025,-1.715362318840579,276.0
139,6,139-06-01 00:00:00,139.5,-1.7326153846153847,-2.1645076923076916,-1.0166582278481007,-4.155674999999999,-2.3317355072463757,276.0
140,6,140-06-01 00:00:00,140.5,-0.9759230769230769,-1.5398923076923081,-0.7072151898734177,-4.248187500000002,-1.9803115942028975,276.0
141,6,141-06-01 00:00:00,141.5,-1.5391730769230767,-2.160107692307694,-0.7122405063291137,-3.9975249999999987,-2.1612789855072467,276.0
142,6,142-06-01 00:00:00,142.5,-2.736057692307693,-3.197476923076923,-1.8182531645569624,-4.416600000000001,-3.0691340579710142,276.0
143,6,143-06-01 00:00:00,143.5,-2.5908461538461536,-3.375938461538462,-1.3517088607594936,-4.1274,-2.8664384057971026,276.0
144,6,144-06-01 00:00:00,144.5,-4.157961538461538,-4.2962923076923065,-3.168417721518988,-4.432525000000001,-3.9868840579710123,276.0
145,6,145-06-01 00:00:00,145.5,-1.8074038461538464,-2.7154615384615384,-1.1910632911392407,-4.350487500000002,-2.5819673913043486,276.0
146,6,146-06-01 00:00:00,146.5,-3.3066153846153847,-3.455399999999999,-2.003784810126582,-2.832375,-2.8312826086956524,276.0
147,6,147-06-01 00:00:00,147.5,-2.623134615384615,-3.183861538461538,-2.4009367088607596,-3.4789499999999998,-2.9396521739130415,276.0
148,6,148-06-01 00:00:00,148.5,-1.5572692307692306,-1.7860615384615386,-1.4860632911392397,-0.3370749999999999,-1.2370905797101448,276.0
149,6,149-06-01 00:00:00,149.5,1.2258846153846155,0.7268615384615384,1.098,1.1403124999999998,1.0469528985507244,276.0
150,6,150-06-01 00:00:00,150.5,1.2584230769230769,1.056046153846154,1.6417341772151903,2.166512500000001,1.5836920289855063,276.0
151,6,151-06-01 00:00:00,151.5,1.9204038461538462,1.6754769230769233,2.168088607594936,1.6722875000000001,1.8616992753623187,276.0
152,6,152-06-01 00:00:00,152.5,-0.020769230769230786,-0.1749846153846154,0.7184050632911393,0.6582749999999999,0.35131159420289876,276.0
153,6,153-06-01 00:00:00,153.5,-0.687903846153846,-0.5055384615384615,0.1141772151898735,1.1017749999999997,0.10337318840579757,276.0
154,6,154-06-01 00:00:00,154.5,-4.423211538461539,-4.00896923076923,-4.106088607594938,-1.8729500000000006,-3.4956775362318826,276.0
155,6,155-06-01 00:00:00,155.5,-2.831,-3.0232307692307687,-2.82112658227848,-1.4275875,-2.4666594202898553,276.0
156,6,156-06-01 00:00:00,156.5,0.8431923076923078,0.1778923076923077,1.56973417721519,1.2676500000000004,1.0174999999999998,276.0
157,6,157-06-01 00:00:00,157.5,-0.7848461538461537,-1.001846153846154,-0.10539240506329119,0.8343624999999999,-0.17213405797101428,276.0
158,6,158-06-01 00:00:00,158.5,-2.424326923076922,-2.524323076923078,-1.856835443037975,-0.09968749999999989,-1.611634057971014,276.0
159,6,159-06-01 00:00:00,159.5,-1.8990000000000005,-2.0734615384615385,-1.007392405063291,0.8139749999999998,-0.8985108695652179,276.0
160,6,160-06-01 00:00:00,160.5,-3.223673076923078,-3.3525846153846146,-2.1145443037974685,-0.29498749999999985,-2.087670289855073,276.0
161,6,161-06-01 00:00:00,161.5,-3.5510961538461547,-3.6037846153846145,-2.9108860759493678,-0.3414375000000004,-2.4499202898550743,276.0
162,6,162-06-01 00:00:00,162.5,-2.2989615384615387,-2.337815384615384,-1.2222784810126581,1.4853125000000003,-0.9030398550724635,276.0
163,6,163-06-01 00:00:00,163.5,-1.1082499999999997,-1.0388153846153847,-0.28030379746835443,1.8681124999999998,0.007800724637681071,276.0
164,6,164-06-01 00:00:00,164.5,-2.292173076923077,-2.086723076923077,-1.5904936708860762,0.7686374999999998,-1.155753623188406,276.0
165,6,165-06-01 00:00:00,165.5,-2.489903846153846,-2.4779384615384616,-1.9399873417721527,0.04737499999999985,-1.5942391304347834,276.0
166,6,166-06-01 00:00:00,166.5,-0.8766153846153851,-0.8027230769230768,-1.0073417721518985,1.10115,-0.32336594202898555,276.0
167,6,167-06-01 00:00:00,167.5,1.2935000000000003,1.2391538461538465,1.2222278481012658,1.8834250000000008,1.4312934782608688,276.0
168,6,168-06-01 00:00:00,168.5,1.3390576923076922,1.0950769230769228,1.3208227848101268,1.5391375000000003,1.3343731884057963,276.0
169,6,169-06-01 00:00:00,169.5,1.309076923076923,1.178292307692308,1.8260379746835433,2.8948499999999995,1.8858913043478256,276.0
170,6,170-06-01 00:00:00,170.5,-1.820153846153847,-1.883769230769231,-1.4640126582278485,-0.2474375000000002,-1.2773369565217383,276.0
171,6,171-06-01 00:00:00,171.5,1.0141923076923078,0.5062153846153848,0.5587215189873417,1.6784749999999995,0.9567355072463773,276.0
172,6,172-06-01 00:00:00,172.5,1.4221153846153847,1.0837230769230772,2.4699113924050637,4.449537500000001,2.519847826086956,276.0
173,6,173-06-01 00:00:00,173.5,-4.338326923076922,-3.7965846153846163,-4.01045569620253,0.2951374999999997,-2.773862318840579,276.0
174,6,174-06-01 00:00:00,174.5,-0.5485769230769232,-0.41687692307692287,-0.23897468354430387,2.1890375000000004,0.36456884057971006,276.0
175,6,175-06-01 00:00:00,175.5,-0.7053846153846155,-1.0475076923076923,-0.45248101265822815,0.15450000000000025,-0.46432608695652205,276.0
176,6,176-06-01 00:00:00,176.5,2.1858846153846154,1.9408000000000003,2.159012658227847,3.4730999999999996,2.493579710144929,276.0
177,6,177-06-01 00:00:00,177.5,-0.7923653846153849,-0.7686153846153848,-0.3822658227848101,2.172100000000001,0.1898768115942032,276.0
178,6,178-06-01 00:00:00,178.5,-0.39430769230769225,-0.41609230769230776,-0.5048354430379745,2.390175,0.3760217391304351,276.0
179,6,179-06-01 00:00:00,179.5,0.8373269230769229,0.7688923076923075,1.1060886075949368,3.8562374999999998,1.7731847826086968,276.0
180,6,180-06-01 00:00:00,180.5,1.3837307692307694,1.7787846153846159,1.8822151898734165,4.0904125,2.4039963768115937,276.0
181,6,181-06-01 00:00:00,181.5,-0.9776346153846153,-0.4763538461538463,0.00894936708860761,0.6599500000000003,-0.1025253623188406,276.0
182,6,182-06-01 00:00:00,182.5,-2.2273846153846155,-1.706384615384615,-2.60567088607595,-1.4220374999999996,-1.9795289855072469,276.0
183,6,183-06-01 00:00:00,183.5,1.6930576923076925,1.7331076923076925,1.2192278481012657,1.0419125,1.3781268115942038,276.0
184,6,184-06-01 00:00:00,184.5,1.6927307692307692,1.7118923076923076,1.649949367088608,0.6415749999999998,1.3803152173913034,276.0
185,6,185-06-01 00:00:00,185.5,1.667403846153846,1.3650307692307688,1.6578481012658228,0.14501249999999996,1.1521847826086955,276.0
186,6,186-06-01 00:00:00,186.5,0.3249038461538461,0.2798923076923075,0.3864303797468356,0.9610874999999999,0.5163152173913041,276.0
187,6,187-06-01 00:00:00,187.5,-1.0011346153846157,-0.9979999999999999,-0.6399746835443038,0.32122499999999987,-0.5137282608695654,276.0
188,6,188-06-01 00:00:00,188.5,-0.23725,-0.05772307692307689,-0.2523164556962026,0.6699499999999998,0.06367391304347825,276.0
189,6,189-06-01 00:00:00,189.5,0.6595192307692309,0.6574461538461537,0.6000886075949368,0.01812500000000003,0.456108695652174,276.0
190,6,190-06-01 00:00:00,190.5,0.7811923076923077,1.0425999999999997,0.914607594936709,1.0548375,0.9602608695652175,276.0
191,6,191-06-01 00:00:00,191.5,-0.8933653846153844,-0.36893846153846144,-0.880848101265823,-0.6954250000000002,-0.708902173913044,276.0
192,6,192-06-01 00:00:00,192.5,-0.6054423076923079,-0.33541538461538467,-0.3274050632911392,-0.6404749999999996,-0.4724202898550724,276.0
193,6,193-06-01 00:00:00,193.5,-2.247153846153846,-1.6517538461538466,-2.368430379746836,-1.8466749999999994,-2.0255652173913044,276.0
194,6,194-06-01 00:00:00,194.5,0.10159615384615384,-0.009123076923076937,0.35191139240506325,-1.8963750000000001,-0.4319528985507247,276.0
195,6,195-06-01 00:00:00,195.5,1.0629999999999995,0.8657538461538461,0.734594936708861,-1.9792125000000005,0.040746376811594084,276.0
196,6,196-06-01 00:00:00,196.5,2.189115384615385,2.1364769230769234,2.0125443037974686,-0.6231125000000001,1.3110398550724631,276.0
197,6,197-06-01 00:00:00,197.5,0.6227884615384615,0.6183076923076921,0.06875949367088603,-2.1312249999999997,-0.33511231884057974,276.0
