"year","NW","NO","SW","SO","DE","countDE"
73,-4.56572222222,-4.47657647059,-3.805,-1.90643617021,-3.61304322767,347.0
74,-2.53241666667,-2.89901176471,-1.32001041667,-0.300776595745,-1.68225936599,347.0
75,-3.46079166667,-3.50015294118,-1.87420833333,-1.6749893617,-2.54773198847,347.0
76,-5.15597222222,-5.09685882353,-3.43879166667,-1.54053191489,-3.68702305476,347.0
77,-4.73547222222,-5.05603529412,-4.22397916667,-1.1825,-3.71001152738,347.0
78,-1.98127777778,-2.70825882353,-0.981583333333,-0.169989361702,-1.39211815562,347.0
79,-2.52863888889,-2.95794117647,-1.21642708333,-0.0189574468085,-1.59091066282,347.0
80,-2.91391666667,-2.77089411765,-0.66878125,0.932765957447,-1.21570893372,347.0
81,-4.72818055556,-4.88045882353,-2.42517708333,1.11127659574,-2.54646974063,347.0
82,-2.90226388889,-2.95743529412,-2.00676041667,-0.738595744681,-2.08190778098,347.0
83,-3.32683333333,-2.90068235294,-2.14976041667,-0.101372340426,-2.02304322767,347.0
84,-2.93934722222,-3.05089411765,-1.77165625,1.13273404255,-1.54052161383,347.0
85,-0.549347222222,-1.16138823529,-0.32815625,-0.533106382979,-0.633677233429,347.0
86,-1.02536111111,-1.10401176471,-1.09136458333,-1.15514893617,-1.09804610951,347.0
87,-0.597888888889,-1.03144705882,-0.7083125,-0.987574468085,-0.840204610951,347.0
88,0.0717638888889,-0.288435294118,-0.4238125,-1.50878723404,-0.581734870317,347.0
89,-1.45033333333,-1.50908235294,-1.81977083333,-2.58808510638,-1.87514121037,347.0
90,-0.906208333333,-0.894141176471,-0.326760416667,1.30310638298,-0.144455331412,347.0
91,-2.20384722222,-2.45231764706,-1.50780208333,-1.45913829787,-1.8704092219,347.0
92,-1.85477777778,-2.50418823529,-1.09183333333,-1.54070212766,-1.71770028818,347.0
93,-2.38608333333,-2.61867058824,-1.44990625,-0.508425531915,-1.67541210375,347.0
94,-1.47552777778,-1.78697647059,-1.40023958333,2.12879787234,-0.554602305476,347.0
95,1.21251388889,0.954341176471,2.1045,2.06195744681,1.6261556196,347.0
96,-2.51583333333,-2.42628235294,-1.692125,-0.511659574468,-1.72309510086,347.0
97,-1.67076388889,-1.85527058824,-0.713333333333,-0.740755319149,-1.19914697406,347.0
98,-4.01083333333,-3.58711764706,-3.40720833333,-0.481617021277,-2.78400288184,347.0
99,-2.54869444444,-2.20825882353,-2.33041666667,-0.231382978723,-1.77717002882,347.0
100,-1.49666666667,-2.42714117647,-1.65758333333,-0.205861702128,-1.41944092219,347.0
101,2.24588888889,0.383505882353,0.974552083333,-1.98385106383,0.292152737752,347.0
102,2.228125,2.17935294118,2.60673958333,-0.0390744680851,1.70675504323,347.0
103,-3.74263888889,-3.46309411765,-3.36660416667,-2.58356382979,-3.25614409222,347.0
104,-1.07077777778,-1.44652941176,-0.7340625,-0.085670212766,-0.802806916427,347.0
105,-3.04605555556,-3.3142,-1.97203125,-3.19069148936,-2.85378386167,347.0
106,-4.27827777778,-4.77228235294,-2.529125,-1.4294893617,-3.14365417867,347.0
107,-3.27331944444,-4.08477647059,-2.6608125,-1.40408510638,-2.79627377522,347.0
108,-1.99695833333,-2.55131764706,-1.36001041667,-1.64442553191,-1.86103746398,347.0
109,-2.78740277778,-3.02911764706,-2.04873958333,0.0425425531915,-1.8756426513,347.0
110,-0.765208333333,-1.27551764706,-0.964572916667,-0.461595744681,-0.863121037464,347.0
111,0.601444444444,0.223494117647,-0.35896875,-0.50235106383,-0.0558530259366,347.0
112,1.02648611111,0.941411764706,0.620666666667,-0.780372340426,0.40390778098,347.0
113,-0.114625,-0.117070588235,0.401802083333,0.996393617021,0.328616714697,347.0
114,-1.41975,-1.64222352941,-1.13307291667,-2.37111702128,-1.65265417867,347.0
115,-2.18529166667,-2.57528235294,-2.3730625,-1.87154255319,-2.24777809798,347.0
116,0.381541666667,0.0723647058824,-0.990822916667,0.0340957446809,-0.167988472622,347.0
117,2.65330555556,2.49681176471,1.62591666667,0.325638297872,1.70018731988,347.0
118,1.286375,1.40682352941,0.985458333333,1.74986170213,1.35818443804,347.0
119,1.87269444444,1.83331764706,1.42609375,0.296,1.31237752161,347.0
120,0.0268888888889,-0.411447058824,0.581635416667,-1.02210638298,-0.211175792507,347.0
121,-1.37873611111,-1.50915294118,-2.53619791667,-1.22630851064,-1.68961095101,347.0
122,2.38475,1.45392941176,0.7045625,-1.16327659574,0.730766570605,347.0
123,1.54629166667,1.39928235294,1.4445625,0.269574468085,1.13628242075,347.0
124,-0.114236111111,-0.147541176471,0.871114583333,0.849638297872,0.411317002882,347.0
125,-1.73958333333,-2.29867058824,-2.14729166667,-1.7854787234,-2.00176368876,347.0
126,1.40526388889,0.936176470588,1.39485416667,-0.17414893617,0.859625360231,347.0
127,-2.20045833333,-2.41941176471,-0.641375,-1.54673404255,-1.64567146974,347.0
128,-4.21069444444,-4.35231764706,-2.18752083333,-1.68437234043,-3.00129682997,347.0
129,-5.36691666667,-6.10938823529,-4.21097916667,-3.56826595745,-4.74174927954,347.0
130,-1.76468055556,-2.89732941176,-1.27871875,-1.06284042553,-1.71756195965,347.0
131,-0.921777777778,-1.93457647059,-0.910427083333,-1.90075531915,-1.43192795389,347.0
132,0.386875,-0.935529411765,0.928291666667,-0.729191489362,-0.0896051873199,347.0
133,0.0577361111111,-1.21828235294,0.776,-0.84235106383,-0.299948126801,347.0
134,-0.105027777778,-1.08328235294,-0.26875,-1.9835106383,-0.898821325648,347.0
135,-0.4875,-1.23918823529,-0.944354166667,-2.8860106383,-1.44776368876,347.0
136,0.196680555556,-0.751694117647,1.03229166667,-0.0480212765957,0.129259365994,347.0
137,-1.90968055556,-2.81387058824,-1.02008333333,-2.6389787234,-2.0826167147,347.0
138,-1.32886111111,-2.53612941176,-0.151229166667,-0.50164893617,-1.07470317003,347.0
139,-1.24283333333,-2.65914117647,-1.01464583333,-2.74588297872,-1.93380403458,347.0
140,-0.645708333333,-1.91764705882,-0.846635416667,-3.44413829787,-1.77094236311,347.0
141,-1.19329166667,-2.45927058824,-0.294895833333,-2.82982978723,-1.6981815562,347.0
142,-2.30544444444,-3.65367058824,-1.25433333333,-2.49431914894,-2.39606916427,347.0
143,-2.23391666667,-3.66263529412,-0.441177083333,-2.6079787234,-2.18924783862,347.0
144,-3.62269444444,-4.8696,-2.45078125,-1.87858510638,-3.13144668588,347.0
145,-1.56640277778,-2.98132941176,-0.79896875,-3.4455106383,-2.2097204611,347.0
146,-2.79616666667,-3.78121176471,-1.24203125,-0.808244680851,-2.06898270893,347.0
147,-2.50398611111,-3.15530588235,-2.10530208333,-3.20268085106,-2.74250432277,347.0
148,-1.36645833333,-1.85162352941,-1.49838541667,0.570946808511,-0.996971181556,347.0
149,1.17452777778,0.973411764706,0.698854166667,0.420063829787,0.789285302594,347.0
150,1.38881944444,1.13810588235,1.33121875,2.21662765957,1.53571757925,347.0
151,1.85090277778,2.00449411765,1.92688541667,0.662659574468,1.58765994236,347.0
152,0.173708333333,-0.107364705882,0.823979166667,0.955085106383,0.496429394813,347.0
153,-0.664944444444,-0.0771058823529,0.65321875,0.625,0.193167146974,347.0
154,-4.43265277778,-3.75421176471,-3.21107291667,-1.26741489362,-3.07106340058,347.0
155,-2.73605555556,-3.18063529412,-2.63147916667,-0.100404255319,-2.10204610951,347.0
156,0.995472222222,0.120741176471,1.64230208333,1.6979787234,1.15045533141,347.0
157,-0.830555555556,-0.696882352941,0.500552083333,0.841414893617,0.0233746397695,347.0
158,-2.42779166667,-2.32863529412,-1.16489583333,0.514489361702,-1.25706916427,347.0
159,-1.87738888889,-1.90328235294,-0.144447916667,1.60620212766,-0.460619596542,347.0
160,-3.12,-3.2392,-1.08415625,0.857723404255,-1.50842939481,347.0
161,-3.55893055556,-3.4282,-2.09620833333,0.59785106383,-1.99619020173,347.0
162,-2.15125,-2.20630588235,-0.618333333333,2.49668085106,-0.481550432277,347.0
163,-1.08555555556,-0.6944,0.181895833333,1.8165212766,0.147063400576,347.0
164,-2.26865277778,-1.78897647059,-0.934229166667,1.07005319149,-0.877541786744,347.0
165,-2.37975,-2.33544705882,-1.47478125,0.680436170213,-1.28954755043,347.0
166,-0.833527777778,-0.676588235294,-1.20763541667,1.21314893617,-0.344152737752,347.0
167,1.28731944444,1.47870588235,0.64384375,1.14861702128,1.11860518732,347.0
168,1.32223611111,1.28898823529,0.889697916667,0.954627659574,1.0948443804,347.0
169,1.20329166667,1.55623529412,2.06490625,2.36141489362,1.84184726225,347.0
170,-1.74201388889,-1.83582352941,-1.1789375,0.364829787234,-1.03848414986,347.0
171,0.901916666667,0.663317647059,0.146729166667,1.346,0.754841498559,347.0
172,1.26591666667,1.70315294118,3.18728125,3.73060638298,2.57224783862,347.0
173,-4.41745833333,-3.43255294118,-3.15647916667,0.9365,-2.37698847262,347.0
174,-0.532833333333,-0.246,-0.16071875,2.40712765957,0.436792507205,347.0
175,-0.559388888889,-1.09562352941,-0.704510416667,0.625361702128,-0.409951008646,347.0
176,2.00686111111,2.4258,1.83538541667,2.16276595745,2.10427665706,347.0
177,-0.852458333333,-0.416564705882,-0.0451145833333,2.13238297872,0.286247838617,347.0
178,-0.543333333333,-0.100541176471,-0.481989583333,2.12231914894,0.30421037464,347.0
179,0.804888888889,1.04514117647,0.984041666667,3.65527659574,1.68545533141,347.0
180,1.38497222222,2.16048235294,1.6883125,3.44625531915,2.21724783862,347.0
181,-0.783333333333,-0.136764705882,0.154447916667,0.244638297872,-0.0870374639769,347.0
182,-2.071375,-1.70168235294,-3.08325,-1.29353191489,-2.05004610951,347.0
183,1.76941666667,1.82767058824,0.206875,0.170638297872,0.918299711816,347.0
184,1.84695833333,1.72267058824,0.90075,0.160638297872,1.09792507205,347.0
185,1.77345833333,1.40310588235,1.05616666667,-0.493085106383,0.87030259366,347.0
186,0.261625,0.553117647059,0.472635416667,0.504180851064,0.457112391931,347.0
187,-0.852166666667,-0.943388235294,-0.510864583333,0.751308510638,-0.345717579251,347.0
188,-0.0783888888889,-0.0249882352941,-0.615447916667,0.736404255319,0.00683285302594,347.0
189,0.817180555556,0.726035294118,-0.102239583333,-0.506446808511,0.18192795389,347.0
190,0.925791666667,1.27715294118,0.46478125,0.333372340426,0.72383573487,347.0
191,-0.660472222222,-0.284376470588,-1.3369375,-0.903021276596,-0.821198847262,347.0
192,-0.395972222222,-0.136682352941,-0.544479166667,-1.1694787234,-0.583080691643,347.0
193,-2.04805555556,-1.63087058824,-2.52909375,-1.56880851064,-1.94912103746,347.0
194,0.508958333333,-0.327,-0.284677083333,-1.46315957447,-0.449613832853,347.0
195,1.37668055556,0.586411764706,-0.244166666667,-2.13754255319,-0.217299711816,347.0
196,2.47358333333,2.0844,0.96009375,-1.44176595745,0.898890489914,347.0
197,0.773958333333,0.587070588235,-0.8876875,-2.80406382979,-0.70078962536,347.0
198,1.25930555556,1.15058823529,1.13933333333,-0.0528404255319,0.844031700288,347.0
199,-1.32140277778,-1.70303529412,-1.29272916667,-1.90779787234,-1.56580403458,347.0
200,-0.0134583333333,-0.289576470588,-0.81484375,0.191138297872,-0.247380403458,347.0
201,1.44243055556,1.08162352941,0.801666666667,0.750446808511,0.989322766571,347.0
202,1.06656944444,1.31234117647,0.469614583333,0.772234042553,0.881887608069,347.0
203,1.03330555556,1.05442352941,1.51764583333,2.12271276596,1.46758789625,347.0
204,-1.14648611111,-0.743070588235,-0.663479166667,0.753829787234,-0.39925648415,347.0
205,-1.36347222222,-1.24609411765,-0.085875,1.48981914894,-0.208325648415,347.0
206,-2.71215277778,-2.49287058824,-2.17803125,0.953255319149,-1.51773487032,347.0
207,-0.435375,-0.103047058824,0.687052083333,3.15596808511,0.929429394813,347.0
208,-1.24677777778,-0.997117647059,-0.595677083333,3.41812765957,0.258201729107,347.0
209,1.64902777778,1.77196470588,1.42090625,0.162414893617,1.21331700288,347.0
210,-1.54744444444,-0.488011764706,-1.00929166667,1.57469148936,-0.293279538905,347.0
211,-0.562194444444,0.119047058824,-1.85958333333,0.490319148936,-0.469132564841,347.0
212,1.86079166667,2.20448235294,0.841583333333,0.484691489362,1.29023342939,347.0
213,0.674888888889,0.904635294118,0.6339375,-0.316744680851,0.45121037464,347.0
214,-0.807513888889,-1.05571764706,-0.4091875,-1.32229787234,-0.897564841499,347.0
215,-1.46709722222,-1.76031764706,-1.13294791667,-0.845882978723,-1.27819596542,347.0
216,-1.02663888889,-1.39283529412,-0.29428125,-0.0961808510638,-0.661674351585,347.0
217,-2.56590277778,-2.65935294118,-2.17966666667,-1.56590425532,-2.21104610951,347.0
218,-2.85972222222,-2.77414117647,-1.70451041667,-0.269670212766,-1.81753314121,347.0
219,-3.57802777778,-3.52943529412,-1.434625,1.38088297872,-1.62980115274,347.0
220,-4.18686111111,-4.40761176471,-2.105875,0.0384361702128,-2.52061095101,347.0
221,-3.90304166667,-4.22323529412,-1.80634375,0.4775,-2.21474927954,347.0
222,-4.58895833333,-4.57643529412,-3.36536458333,-1.99670212766,-3.54514985591,347.0
223,-3.46920833333,-3.51872941176,-2.12170833333,0.54229787234,-2.02185302594,347.0
224,-2.61269444444,-2.83637647059,-1.77089583333,-0.946095744681,-1.98312680115,347.0
225,-2.03329166667,-2.56949411765,-1.95457291667,-1.93525531915,-2.11630259366,347.0
226,-1.12526388889,-1.90694117647,-0.7926875,-2.1965106383,-1.51492507205,347.0
227,-2.37572222222,-2.47596470588,-1.34282291667,-0.809744680851,-1.6903054755,347.0
228,-3.34616666667,-3.21324705882,-2.71096875,-0.898234042553,-2.47474639769,347.0
229,-2.20686111111,-3.06688235294,-2.759125,-2.43961702128,-2.63336887608,347.0
230,0.329375,-0.635858823529,0.827229166667,-0.538,-0.00429682997118,347.0
231,-2.59333333333,-2.70868235294,-1.74734375,-0.748138297872,-1.88768876081,347.0
232,-1.22794444444,-1.85451764706,-1.76940625,0.0415957446809,-1.18731700288,347.0
233,2.03320833333,1.20723529412,1.00401041667,0.367829787234,1.09500576369,347.0
234,2.70227777778,2.3962,0.692614583333,-0.778606382979,1.12836599424,347.0
235,3.27025,3.26556470588,1.69527083333,-1.38681914894,1.57180403458,347.0
236,-0.836569444444,-0.0604823529412,0.17884375,-1.23094680851,-0.472374639769,347.0
237,-4.87129166667,-4.38310588235,-4.25870833333,-0.832372340426,-3.48811527378,347.0
238,-1.04226388889,-1.26364705882,-1.727375,-0.606755319149,-1.16805763689,347.0
239,-0.571666666667,-0.306905882353,-1.41038541667,-1.47489361702,-0.983527377522,347.0
240,-0.961680555556,-0.459435294118,-1.03134375,-1.3910106383,-0.974227665706,347.0
241,-2.40622222222,-2.38848235294,-1.48308333333,-0.427914893617,-1.61057348703,347.0
242,-2.0705,-2.96658823529,-3.60815625,-4.27336170213,-3.31214697406,347.0
243,2.02597222222,1.10096470588,0.626958333333,-1.44210638298,0.472858789625,347.0
244,0.978986111111,0.975035294118,0.9573125,0.767180851064,0.914645533141,347.0
245,-0.79675,-0.5584,-2.01646875,-2.51071276596,-1.54010951009,347.0
246,0.669944444444,0.496905882353,-0.342385416667,-1.28317021277,-0.181596541787,347.0
247,0.209777777778,0.507117647059,-0.482104166667,-0.584595744681,-0.123991354467,347.0
248,0.179375,0.560694117647,-1.46664583333,-1.31905319149,-0.588515850144,347.0
249,1.315,1.85274117647,0.119927083333,-1.12342553191,0.455544668588,347.0
250,-2.057375,-1.10665882353,-1.6820625,-1.31969148936,-1.52082420749,347.0
251,-2.5945,-1.91832941176,-0.8381875,2.8785212766,-0.460365994236,347.0
252,-3.31552777778,-3.04402352941,-2.83988541667,-1.47360638298,-2.61846685879,347.0
253,-1.71788888889,-2.17521176471,-1.59617708333,-1.43808510638,-1.72044380403,347.0
254,-0.560138888889,-1.68367058824,-1.312375,-1.27873404255,-1.238129683,347.0
255,3.00176388889,1.71887058824,1.63123958333,-1.08641489362,1.20088472622,347.0
256,3.10116666667,1.97851764706,2.24060416667,-0.338808510638,1.65621902017,347.0
257,2.83458333333,1.29590588235,1.7774375,-1.59141489362,0.966233429395,347.0
258,3.561,2.40190588235,2.63558333333,1.30892553191,2.41097694524,347.0
259,3.02311111111,2.27062352941,2.74404166667,0.672882978723,2.12491642651,347.0
260,1.52079166667,0.470894117647,1.20569791667,0.932638297872,1.01711239193,347.0
261,3.447375,1.99447058824,1.989625,-0.902382978723,1.50985878963,347.0
262,3.13304166667,1.91843529412,2.32188541667,-0.88979787234,1.52134293948,347.0
263,1.85340277778,1.68172941176,1.33702083333,1.22003191489,1.49691354467,347.0
264,1.80497222222,1.43827058824,1.6168125,1.14810638298,1.48514985591,347.0
265,0.898986111111,0.518529411765,-0.363520833333,-0.0143723404255,0.209086455331,347.0
266,3.92668055556,3.48529411765,3.55142708333,2.40673404255,3.303,347.0
267,0.989972222222,0.686129411765,1.02220833333,0.152670212766,0.697642651297,347.0
268,1.24823611111,0.813258823529,1.33801041667,1.4990212766,1.23445821326,347.0
269,0.930888888889,0.828494117647,1.86677083333,3.49807446809,1.86015850144,347.0
270,0.0705972222222,0.0354117647059,0.7471875,1.93595744681,0.754475504323,347.0
271,-0.0805416666667,-0.260411764706,0.811104166667,1.18715957447,0.465489913545,347.0
272,-1.65855555556,-1.32594117647,-0.612208333333,0.320095744681,-0.751596541787,347.0
273,-2.43683333333,-2.87997647059,-2.58964583333,-1.05574468085,-2.21353314121,347.0
274,1.42830555556,0.977329411765,1.12082291667,1.03389361702,1.12592507205,347.0
275,0.466902777778,0.915870588235,-0.289083333333,-0.3095,0.157409221902,347.0
276,0.778430555556,0.806517647059,-0.195864583333,-2.02979787234,-0.244965417867,347.0
277,0.0524444444444,-0.311752941176,-0.751354166667,-1.95754255319,-0.803636887608,347.0
278,0.570430555556,0.549211764706,0.188239583333,-0.954712765957,0.0463458213256,347.0
279,-0.879888888889,-1.11671764706,-1.15539583333,-1.46821276596,-1.17349567723,347.0
280,0.897652777778,0.142517647059,-0.12521875,-0.951531914894,-0.0712391930836,347.0
281,1.61802777778,1.52969411765,0.946864583333,-0.640691489362,0.79883573487,347.0
282,-0.540930555556,-0.0490941176471,-1.59644791667,-2.11759574468,-1.13957636888,347.0
283,0.422944444444,0.898835294118,-0.250354166667,0.613914893617,0.404976945245,347.0
284,0.210458333333,0.899047058824,-0.813666666667,0.192393617021,0.0909077809798,347.0
285,1.20036111111,1.82552941176,-0.11740625,0.155329787234,0.705838616715,347.0
286,1.55301388889,1.49797647059,1.03754166667,-0.248882978723,0.908801152738,347.0
287,0.434125,1.00745882353,0.234364583333,0.219478723404,0.461155619597,347.0
288,-0.0634722222222,0.225058823529,-0.330604166667,0.503414893617,0.0868674351585,347.0
289,0.12775,0.718729411765,-0.696385416667,-0.757468085106,-0.195288184438,347.0
290,0.0999722222222,0.474423529412,0.390270833333,0.808138297872,0.463847262248,347.0
291,-1.50763888889,-1.14395294118,-1.091625,-0.829946808511,-1.11987608069,347.0
292,-2.00613888889,-2.04896470588,-2.01525,-1.96412765957,-2.00776945245,347.0
293,-1.56409722222,-1.50743529412,-0.146395833333,1.18786170213,-0.4125129683,347.0
294,-2.99597222222,-2.28552941176,-2.19588541667,0.778946808511,-1.57799423631,347.0
295,-1.87019444444,-1.38121176471,-2.02861458333,-0.713042553191,-1.48077809798,347.0
296,-2.05240277778,-1.15469411765,-1.59126041667,-0.512085106383,-1.28766282421,347.0
297,-3.66847222222,-2.61068235294,-3.25858333333,-0.991478723404,-2.57078097983,347.0
298,-2.65775,-1.58809411765,-1.93044791667,1.23527659574,-1.1399221902,347.0
299,-2.84219444444,-1.75994117647,-1.72152083333,1.76565957447,-1.01880979827,347.0
300,-2.63934722222,-1.97763529412,-1.98023958333,0.171840425532,-1.53337752161,347.0
301,-2.99884722222,-2.31481176471,-1.96227083333,-1.07745744681,-2.02402017291,347.0
302,-3.95209722222,-3.40492941176,-3.27622916667,0.170531914894,-2.51428818444,347.0
303,-1.49711111111,-0.761870588235,-1.0519375,0.359670212766,-0.690858789625,347.0
304,-3.46395833333,-2.62897647059,-2.8746875,-0.886244680851,-2.39811239193,347.0
305,-2.06023611111,-2.10532941176,-1.18697916667,-0.122787234043,-1.30484726225,347.0
306,-1.81055555556,-2.4458,-2.04382291667,-1.00285106383,-1.8118962536,347.0
307,1.06618055556,0.757541176471,1.39657291667,0.091829787234,0.818037463977,347.0
308,-2.39470833333,-2.82569411765,-1.78357291667,-0.450361702128,-1.80449567723,347.0
309,0.688416666667,-0.3686,1.02113541667,0.700042553191,0.524691642651,347.0
310,-0.454555555556,-1.29402352941,0.352166666667,-0.661042553191,-0.492939481268,347.0
311,-1.32476388889,-1.76587058824,-1.07475,-1.1339787234,-1.31196541787,347.0
312,-1.14027777778,-1.64935294118,-0.795791666667,-1.11128723404,-1.16182132565,347.0
313,-1.31636111111,-1.52292941176,-0.930458333333,-0.206180851064,-0.959458213256,347.0
314,-1.91329166667,-1.70272941176,-2.03120833333,-1.14481914894,-1.68616138329,347.0
315,-1.767625,-1.92649411765,-1.60730208333,-1.15410638298,-1.59598847262,347.0
316,-1.12426388889,-1.40301176471,-0.853052083333,1.0860106383,-0.518763688761,347.0
317,-0.635041666667,-0.476070588235,-0.525552083333,0.158117021277,-0.350948126801,347.0
318,-1.75931944444,-1.23757647059,-1.4439375,0.0436276595745,-1.05585590778,347.0
319,-2.52934722222,-1.96512941176,-1.71965625,-0.0368936170213,-1.49194236311,347.0
